Index	Tissue	Dataset_ID	Sample_ID	T:Tissue;C:Cellline	Cellline_name	Expression_level
12845	Blood-Cancer	GSE31312	GSM776060	T	None	11.915879
12846	Blood-Cancer	GSE31312	GSM776061	T	None	11.355902
12847	Blood-Cancer	GSE31312	GSM776062	T	None	10.703038
12848	Blood-Cancer	GSE31312	GSM776063	T	None	9.856425
12849	Blood-Cancer	GSE31312	GSM776064	T	None	12.136671
12850	Blood-Cancer	GSE31312	GSM776065	T	None	10.399812
12851	Blood-Cancer	GSE31312	GSM776066	T	None	12.855842
12852	Blood-Cancer	GSE31312	GSM776067	T	None	8.707359
12853	Blood-Cancer	GSE31312	GSM776068	T	None	9.703903
12854	Blood-Cancer	GSE31312	GSM776069	T	None	10.424167
12855	Blood-Cancer	GSE31312	GSM776070	T	None	9.960002
12856	Blood-Cancer	GSE31312	GSM776071	T	None	10.365229
12857	Blood-Cancer	GSE31312	GSM776072	T	None	9.447083
12858	Blood-Cancer	GSE31312	GSM776073	T	None	11.008429
12859	Blood-Cancer	GSE31312	GSM776074	T	None	10.488844
12860	Blood-Cancer	GSE31312	GSM776075	T	None	10.138271
12861	Blood-Cancer	GSE31312	GSM776076	T	None	11.2526655
12862	Blood-Cancer	GSE31312	GSM776077	T	None	9.364135
12863	Blood-Cancer	GSE31312	GSM776078	T	None	11.006326
12864	Blood-Cancer	GSE31312	GSM776079	T	None	9.353147
12865	Blood-Cancer	GSE31312	GSM776080	T	None	9.231221
12866	Blood-Cancer	GSE31312	GSM776081	T	None	11.323618
12867	Blood-Cancer	GSE31312	GSM776082	T	None	9.787903
12868	Blood-Cancer	GSE31312	GSM776083	T	None	10.292321
12869	Blood-Cancer	GSE31312	GSM776084	T	None	11.654636
12870	Blood-Cancer	GSE31312	GSM776085	T	None	9.417852
12871	Blood-Cancer	GSE31312	GSM776086	T	None	10.220378
12872	Blood-Cancer	GSE31312	GSM776087	T	None	11.609179
12873	Blood-Cancer	GSE31312	GSM776088	T	None	10.912141
12874	Blood-Cancer	GSE31312	GSM776089	T	None	10.414685
12875	Blood-Cancer	GSE31312	GSM776090	T	None	9.152285
12876	Blood-Cancer	GSE31312	GSM776091	T	None	8.971543
12877	Blood-Cancer	GSE31312	GSM776092	T	None	9.57554
12878	Blood-Cancer	GSE31312	GSM776093	T	None	10.007028
12879	Blood-Cancer	GSE31312	GSM776094	T	None	10.16365
12880	Blood-Cancer	GSE31312	GSM776095	T	None	11.257388
12881	Blood-Cancer	GSE31312	GSM776096	T	None	10.89406
12882	Blood-Cancer	GSE31312	GSM776097	T	None	11.894817
12883	Blood-Cancer	GSE31312	GSM776098	T	None	12.468115
12884	Blood-Cancer	GSE31312	GSM776099	T	None	10.240791
12885	Blood-Cancer	GSE31312	GSM776100	T	None	12.424953
12886	Blood-Cancer	GSE31312	GSM776101	T	None	11.587309
12887	Blood-Cancer	GSE31312	GSM776102	T	None	11.2749605
12888	Blood-Cancer	GSE31312	GSM776103	T	None	12.193833
12889	Blood-Cancer	GSE31312	GSM776104	T	None	9.361944
12890	Blood-Cancer	GSE31312	GSM776105	T	None	12.088125
12891	Blood-Cancer	GSE31312	GSM776106	T	None	11.117643
12892	Blood-Cancer	GSE31312	GSM776107	T	None	12.1674185
12893	Blood-Cancer	GSE31312	GSM776108	T	None	10.245553
12894	Blood-Cancer	GSE31312	GSM776109	T	None	11.048487
12895	Blood-Cancer	GSE31312	GSM776110	T	None	11.014021
12896	Blood-Cancer	GSE31312	GSM776111	T	None	12.390169
12897	Blood-Cancer	GSE31312	GSM776112	T	None	9.247928
12898	Blood-Cancer	GSE31312	GSM776113	T	None	10.478769
12899	Blood-Cancer	GSE31312	GSM776114	T	None	11.403012
12900	Blood-Cancer	GSE31312	GSM776115	T	None	12.886269
12901	Blood-Cancer	GSE31312	GSM776116	T	None	10.384784
12902	Blood-Cancer	GSE31312	GSM776117	T	None	12.375583
12903	Blood-Cancer	GSE31312	GSM776118	T	None	10.493855
12904	Blood-Cancer	GSE31312	GSM776119	T	None	9.531382
12905	Blood-Cancer	GSE31312	GSM776120	T	None	8.764872
12906	Blood-Cancer	GSE31312	GSM776121	T	None	10.48079
12907	Blood-Cancer	GSE31312	GSM776122	T	None	12.636171
12908	Blood-Cancer	GSE31312	GSM776123	T	None	10.904634
12909	Blood-Cancer	GSE31312	GSM776124	T	None	9.7911625
12910	Blood-Cancer	GSE31312	GSM776125	T	None	10.823367
12911	Blood-Cancer	GSE31312	GSM776126	T	None	10.525521
12912	Blood-Cancer	GSE31312	GSM776127	T	None	10.526499
12913	Blood-Cancer	GSE31312	GSM776128	T	None	10.882643
12914	Blood-Cancer	GSE31312	GSM776129	T	None	10.638436
12915	Blood-Cancer	GSE31312	GSM776130	T	None	10.298062
12916	Blood-Cancer	GSE31312	GSM776131	T	None	10.951284
12917	Blood-Cancer	GSE31312	GSM776132	T	None	11.560333
12918	Blood-Cancer	GSE31312	GSM776133	T	None	10.950556
12919	Blood-Cancer	GSE31312	GSM776134	T	None	10.515699
12920	Blood-Cancer	GSE31312	GSM776135	T	None	9.236014
12921	Blood-Cancer	GSE31312	GSM776136	T	None	10.74231
12922	Blood-Cancer	GSE31312	GSM776137	T	None	10.820976
12923	Blood-Cancer	GSE31312	GSM776138	T	None	11.561288
12924	Blood-Cancer	GSE31312	GSM776139	T	None	13.132821
12925	Blood-Cancer	GSE31312	GSM776140	T	None	12.256799
12926	Blood-Cancer	GSE31312	GSM776141	T	None	8.463525
12927	Blood-Cancer	GSE31312	GSM776142	T	None	10.965784
12928	Blood-Cancer	GSE31312	GSM776143	T	None	10.258566
12929	Blood-Cancer	GSE31312	GSM776144	T	None	9.169925
12930	Blood-Cancer	GSE31312	GSM776145	T	None	10.3663225
12931	Blood-Cancer	GSE31312	GSM776146	T	None	12.094737
12932	Blood-Cancer	GSE31312	GSM776147	T	None	10.555548
12933	Blood-Cancer	GSE31312	GSM776148	T	None	11.286558
12934	Blood-Cancer	GSE31312	GSM776149	T	None	8.738092
12935	Blood-Cancer	GSE31312	GSM776150	T	None	12.606868
12936	Blood-Cancer	GSE31312	GSM776151	T	None	13.937558
12937	Blood-Cancer	GSE31312	GSM776152	T	None	12.375311
12938	Blood-Cancer	GSE31312	GSM776153	T	None	9.068778
12939	Blood-Cancer	GSE31312	GSM776154	T	None	10.528454
12940	Blood-Cancer	GSE31312	GSM776155	T	None	10.179909
12941	Blood-Cancer	GSE31312	GSM776156	T	None	11.413628
12942	Blood-Cancer	GSE31312	GSM776157	T	None	12.089119
12943	Blood-Cancer	GSE31312	GSM776158	T	None	10.727921
12944	Blood-Cancer	GSE31312	GSM776159	T	None	8.689998
12945	Blood-Cancer	GSE31312	GSM776160	T	None	11.069449
12946	Blood-Cancer	GSE31312	GSM776161	T	None	11.371777
12947	Blood-Cancer	GSE31312	GSM776162	T	None	10.802516
12948	Blood-Cancer	GSE31312	GSM776163	T	None	9.319673
12949	Blood-Cancer	GSE31312	GSM776164	T	None	10.541097
12950	Blood-Cancer	GSE31312	GSM776165	T	None	11.56081
12951	Blood-Cancer	GSE31312	GSM776166	T	None	9.17742
12952	Blood-Cancer	GSE31312	GSM776167	T	None	11.208844
12953	Blood-Cancer	GSE31312	GSM776168	T	None	10.343185
12954	Blood-Cancer	GSE31312	GSM776169	T	None	13.155609
12955	Blood-Cancer	GSE31312	GSM776170	T	None	9.276124
12956	Blood-Cancer	GSE31312	GSM776171	T	None	11.855647
12957	Blood-Cancer	GSE31312	GSM776172	T	None	10.505812
12958	Blood-Cancer	GSE31312	GSM776173	T	None	11.437232
12959	Blood-Cancer	GSE31312	GSM776174	T	None	12.808361
12960	Blood-Cancer	GSE31312	GSM776175	T	None	12.066762
12961	Blood-Cancer	GSE31312	GSM776176	T	None	11.718104
12962	Blood-Cancer	GSE31312	GSM776177	T	None	11.441388
12963	Blood-Cancer	GSE31312	GSM776178	T	None	8.60733
12964	Blood-Cancer	GSE31312	GSM776179	T	None	12.453013
12965	Blood-Cancer	GSE31312	GSM776180	T	None	11.384244
12966	Blood-Cancer	GSE31312	GSM776181	T	None	9.710807
12967	Blood-Cancer	GSE31312	GSM776182	T	None	11.095397
12968	Blood-Cancer	GSE31312	GSM776183	T	None	12.177731
12969	Blood-Cancer	GSE31312	GSM776184	T	None	12.410451
12970	Blood-Cancer	GSE31312	GSM776185	T	None	9.424167
12971	Blood-Cancer	GSE31312	GSM776186	T	None	12.34374
12972	Blood-Cancer	GSE31312	GSM776187	T	None	11.949826
12973	Blood-Cancer	GSE31312	GSM776188	T	None	11.80292
12974	Blood-Cancer	GSE31312	GSM776189	T	None	10.45018
12975	Blood-Cancer	GSE31312	GSM776190	T	None	10.152285
12976	Blood-Cancer	GSE31312	GSM776191	T	None	8.2526655
12977	Blood-Cancer	GSE31312	GSM776192	T	None	11.249706
12978	Blood-Cancer	GSE31312	GSM776193	T	None	8.603626
12979	Blood-Cancer	GSE31312	GSM776194	T	None	11.3955345
12980	Blood-Cancer	GSE31312	GSM776195	T	None	10.618385
12981	Blood-Cancer	GSE31312	GSM776196	T	None	11.549303
12982	Blood-Cancer	GSE31312	GSM776197	T	None	11.929998
12983	Blood-Cancer	GSE31312	GSM776198	T	None	10.838416
12984	Blood-Cancer	GSE31312	GSM776199	T	None	11.115044
12985	Blood-Cancer	GSE31312	GSM776200	T	None	11.080817
12986	Blood-Cancer	GSE31312	GSM776201	T	None	11.508785
12987	Blood-Cancer	GSE31312	GSM776202	T	None	10.3955345
12988	Blood-Cancer	GSE31312	GSM776203	T	None	11.778077
12989	Blood-Cancer	GSE31312	GSM776204	T	None	11.27263
12990	Blood-Cancer	GSE31312	GSM776205	T	None	10.779719
12991	Blood-Cancer	GSE31312	GSM776206	T	None	11.969027
12992	Blood-Cancer	GSE31312	GSM776207	T	None	13.256356
12993	Blood-Cancer	GSE31312	GSM776208	T	None	12.378566
12994	Blood-Cancer	GSE31312	GSM776209	T	None	10.697836
12995	Blood-Cancer	GSE31312	GSM776210	T	None	11.300924
12996	Blood-Cancer	GSE31312	GSM776211	T	None	11.596656
12997	Blood-Cancer	GSE31312	GSM776212	T	None	12.729196
12998	Blood-Cancer	GSE31312	GSM776213	T	None	12.263269
12999	Blood-Cancer	GSE31312	GSM776214	T	None	10.00422
13000	Blood-Cancer	GSE31312	GSM776215	T	None	12.1674185
13001	Blood-Cancer	GSE31312	GSM776216	T	None	11.165535
13002	Blood-Cancer	GSE31312	GSM776217	T	None	12.414157
13003	Blood-Cancer	GSE31312	GSM776218	T	None	10.699573
13004	Blood-Cancer	GSE31312	GSM776219	T	None	10.675957
13005	Blood-Cancer	GSE31312	GSM776220	T	None	11.790756
13006	Blood-Cancer	GSE31312	GSM776221	T	None	10.286558
13007	Blood-Cancer	GSE31312	GSM776222	T	None	13.149906
13008	Blood-Cancer	GSE31312	GSM776223	T	None	9.426265
13009	Blood-Cancer	GSE31312	GSM776224	T	None	8.933691
13010	Blood-Cancer	GSE31312	GSM776225	T	None	10.674192
13011	Blood-Cancer	GSE31312	GSM776226	T	None	12.153235
13012	Blood-Cancer	GSE31312	GSM776227	T	None	11.185495
13013	Blood-Cancer	GSE31312	GSM776228	T	None	11.585901
13014	Blood-Cancer	GSE31312	GSM776229	T	None	9.192293
13015	Blood-Cancer	GSE31312	GSM776230	T	None	11.284824
13016	Blood-Cancer	GSE31312	GSM776231	T	None	10.700439
13017	Blood-Cancer	GSE31312	GSM776232	T	None	10.406205
13018	Blood-Cancer	GSE31312	GSM776233	T	None	11.484823
13019	Blood-Cancer	GSE31312	GSM776234	T	None	13.36304
13020	Blood-Cancer	GSE31312	GSM776235	T	None	11.946541
13021	Blood-Cancer	GSE31312	GSM776236	T	None	11.5961895
13022	Blood-Cancer	GSE31312	GSM776237	T	None	12.417852
13023	Blood-Cancer	GSE31312	GSM776238	T	None	10.799282
13024	Blood-Cancer	GSE31312	GSM776239	T	None	11.138271
13025	Blood-Cancer	GSE31312	GSM776240	T	None	11.349834
13026	Blood-Cancer	GSE31312	GSM776241	T	None	12.391512
13027	Blood-Cancer	GSE31312	GSM776242	T	None	10.772315
13028	Blood-Cancer	GSE31312	GSM776243	T	None	11.659996
13029	Blood-Cancer	GSE31312	GSM776244	T	None	11.428884
13030	Blood-Cancer	GSE31312	GSM776245	T	None	11.549785
13031	Blood-Cancer	GSE31312	GSM776246	T	None	10.975848
13032	Blood-Cancer	GSE31312	GSM776247	T	None	9.103288
13033	Blood-Cancer	GSE31312	GSM776248	T	None	9.060696
13034	Blood-Cancer	GSE31312	GSM776249	T	None	10.634811
13035	Blood-Cancer	GSE31312	GSM776250	T	None	11.657318
13036	Blood-Cancer	GSE31312	GSM776251	T	None	10.156083
13037	Blood-Cancer	GSE31312	GSM776252	T	None	10.908393
13038	Blood-Cancer	GSE31312	GSM776253	T	None	10.47472
13039	Blood-Cancer	GSE31312	GSM776254	T	None	11.0
13040	Blood-Cancer	GSE31312	GSM776255	T	None	9.142107
13041	Blood-Cancer	GSE31312	GSM776256	T	None	12.203348
13042	Blood-Cancer	GSE31312	GSM776257	T	None	9.546894
13043	Blood-Cancer	GSE31312	GSM776258	T	None	10.0821495
13044	Blood-Cancer	GSE31312	GSM776259	T	None	10.744834
13045	Blood-Cancer	GSE31312	GSM776260	T	None	10.561288
13046	Blood-Cancer	GSE31312	GSM776261	T	None	10.63753
13047	Blood-Cancer	GSE31312	GSM776262	T	None	10.896333
13048	Blood-Cancer	GSE31312	GSM776263	T	None	9.670656
13049	Blood-Cancer	GSE31312	GSM776264	T	None	10.810572
13050	Blood-Cancer	GSE31312	GSM776265	T	None	11.168673
13051	Blood-Cancer	GSE31312	GSM776266	T	None	12.875557
13052	Blood-Cancer	GSE31312	GSM776267	T	None	11.504819
13053	Blood-Cancer	GSE31312	GSM776268	T	None	11.510764
13054	Blood-Cancer	GSE31312	GSM776269	T	None	10.913637
13055	Blood-Cancer	GSE31312	GSM776270	T	None	12.28135
13056	Blood-Cancer	GSE31312	GSM776271	T	None	11.647458
13057	Blood-Cancer	GSE31312	GSM776272	T	None	8.303781
13058	Blood-Cancer	GSE31312	GSM776273	T	None	11.21614
13059	Blood-Cancer	GSE31312	GSM776274	T	None	12.400079
13060	Blood-Cancer	GSE31312	GSM776275	T	None	11.987974
13061	Blood-Cancer	GSE31312	GSM776276	T	None	13.279611
13062	Blood-Cancer	GSE31312	GSM776277	T	None	12.507794
13063	Blood-Cancer	GSE31312	GSM776278	T	None	10.319673
13064	Blood-Cancer	GSE31312	GSM776279	T	None	10.0539255
13065	Blood-Cancer	GSE31312	GSM776280	T	None	12.798471
13066	Blood-Cancer	GSE31312	GSM776281	T	None	11.589183
13067	Blood-Cancer	GSE31312	GSM776282	T	None	11.336507
13068	Blood-Cancer	GSE31312	GSM776283	T	None	10.662668
13069	Blood-Cancer	GSE31312	GSM776284	T	None	10.849405
13070	Blood-Cancer	GSE31312	GSM776285	T	None	11.471675
13071	Blood-Cancer	GSE31312	GSM776286	T	None	11.661333
13072	Blood-Cancer	GSE31312	GSM776287	T	None	10.361944
13073	Blood-Cancer	GSE31312	GSM776288	T	None	11.902375
13074	Blood-Cancer	GSE31312	GSM776289	T	None	11.278449
13075	Blood-Cancer	GSE31312	GSM776290	T	None	13.250891
13076	Blood-Cancer	GSE31312	GSM776291	T	None	11.980496
13077	Blood-Cancer	GSE31312	GSM776292	T	None	12.497851
13078	Blood-Cancer	GSE31312	GSM776293	T	None	11.084144
13079	Blood-Cancer	GSE31312	GSM776294	T	None	11.352043
13080	Blood-Cancer	GSE31312	GSM776295	T	None	9.721099
13081	Blood-Cancer	GSE31312	GSM776296	T	None	11.689561
13082	Blood-Cancer	GSE31312	GSM776297	T	None	10.350939
13083	Blood-Cancer	GSE31312	GSM776298	T	None	11.911766
13084	Blood-Cancer	GSE31312	GSM776299	T	None	11.033423
13085	Blood-Cancer	GSE31312	GSM776300	T	None	10.901621
13086	Blood-Cancer	GSE31312	GSM776301	T	None	11.771902
13087	Blood-Cancer	GSE31312	GSM776302	T	None	11.240791
13088	Blood-Cancer	GSE31312	GSM776303	T	None	12.019938
13089	Blood-Cancer	GSE31312	GSM776304	T	None	12.10296
13090	Blood-Cancer	GSE31312	GSM776305	T	None	9.893302
13091	Blood-Cancer	GSE31312	GSM776306	T	None	10.193525
13092	Blood-Cancer	GSE31312	GSM776307	T	None	10.590587
13093	Blood-Cancer	GSE31312	GSM776308	T	None	10.933691
13094	Blood-Cancer	GSE31312	GSM776309	T	None	12.28106
13095	Blood-Cancer	GSE31312	GSM776310	T	None	11.02514
13096	Blood-Cancer	GSE31312	GSM776311	T	None	10.473705
13097	Blood-Cancer	GSE31312	GSM776312	T	None	10.597121
13098	Blood-Cancer	GSE31312	GSM776313	T	None	12.368779
13099	Blood-Cancer	GSE31312	GSM776314	T	None	10.345406
13100	Blood-Cancer	GSE31312	GSM776315	T	None	12.106563
13101	Blood-Cancer	GSE31312	GSM776316	T	None	10.935902
13102	Blood-Cancer	GSE31312	GSM776317	T	None	11.576957
13103	Blood-Cancer	GSE31312	GSM776318	T	None	11.426789
13104	Blood-Cancer	GSE31312	GSM776319	T	None	11.457893
13105	Blood-Cancer	GSE31312	GSM776320	T	None	10.060696
13106	Blood-Cancer	GSE31312	GSM776321	T	None	10.732167
13107	Blood-Cancer	GSE31312	GSM776322	T	None	12.377481
13108	Blood-Cancer	GSE31312	GSM776323	T	None	11.867279
13109	Blood-Cancer	GSE31312	GSM776324	T	None	12.352595
13110	Blood-Cancer	GSE31312	GSM776325	T	None	12.222493
13111	Blood-Cancer	GSE31312	GSM776326	T	None	8.693487
13112	Blood-Cancer	GSE31312	GSM776327	T	None	10.2620945
13113	Blood-Cancer	GSE31312	GSM776328	T	None	11.156715
13114	Blood-Cancer	GSE31312	GSM776329	T	None	11.652397
13115	Blood-Cancer	GSE31312	GSM776330	T	None	11.252074
13116	Blood-Cancer	GSE31312	GSM776331	T	None	11.36304
13117	Blood-Cancer	GSE31312	GSM776332	T	None	11.376125
13118	Blood-Cancer	GSE31312	GSM776333	T	None	8.768185
13119	Blood-Cancer	GSE31312	GSM776334	T	None	10.211888
13120	Blood-Cancer	GSE31312	GSM776335	T	None	10.270295
13121	Blood-Cancer	GSE31312	GSM776336	T	None	10.298062
13122	Blood-Cancer	GSE31312	GSM776337	T	None	12.035143
13123	Blood-Cancer	GSE31312	GSM776338	T	None	12.034799
13124	Blood-Cancer	GSE31312	GSM776339	T	None	9.682995
13125	Blood-Cancer	GSE31312	GSM776340	T	None	11.522581
13126	Blood-Cancer	GSE31312	GSM776341	T	None	12.788514
13127	Blood-Cancer	GSE31312	GSM776342	T	None	12.343463
13128	Blood-Cancer	GSE31312	GSM776343	T	None	11.789534
13129	Blood-Cancer	GSE31312	GSM776344	T	None	12.209758
13130	Blood-Cancer	GSE31312	GSM776345	T	None	11.504819
13131	Blood-Cancer	GSE31312	GSM776346	T	None	12.166163
13132	Blood-Cancer	GSE31312	GSM776347	T	None	10.748193
13133	Blood-Cancer	GSE31312	GSM776348	T	None	9.652845
13134	Blood-Cancer	GSE31312	GSM776349	T	None	12.276124
13135	Blood-Cancer	GSE31312	GSM776350	T	None	10.367414
13136	Blood-Cancer	GSE31312	GSM776351	T	None	11.464546
13137	Blood-Cancer	GSE31312	GSM776352	T	None	12.559855
13138	Blood-Cancer	GSE31312	GSM776353	T	None	11.714675
13139	Blood-Cancer	GSE31312	GSM776354	T	None	9.990104
13140	Blood-Cancer	GSE31312	GSM776355	T	None	12.175861
13141	Blood-Cancer	GSE31312	GSM776356	T	None	12.337343
13142	Blood-Cancer	GSE31312	GSM776357	T	None	12.675516
13143	Blood-Cancer	GSE31312	GSM776358	T	None	8.924812
13144	Blood-Cancer	GSE31312	GSM776359	T	None	10.864186
13145	Blood-Cancer	GSE31312	GSM776360	T	None	11.183015
13146	Blood-Cancer	GSE31312	GSM776361	T	None	12.713601
13147	Blood-Cancer	GSE31312	GSM776362	T	None	11.341518
13148	Blood-Cancer	GSE31312	GSM776363	T	None	11.264442
13149	Blood-Cancer	GSE31312	GSM776364	T	None	10.848623
13150	Blood-Cancer	GSE31312	GSM776365	T	None	12.844314
13151	Blood-Cancer	GSE31312	GSM776366	T	None	11.751963
13152	Blood-Cancer	GSE31312	GSM776367	T	None	10.996473
13153	Blood-Cancer	GSE31312	GSM776368	T	None	11.413099
13154	Blood-Cancer	GSE31312	GSM776369	T	None	11.551708
13155	Blood-Cancer	GSE31312	GSM776370	T	None	10.6564245
13156	Blood-Cancer	GSE31312	GSM776371	T	None	9.3663225
13157	Blood-Cancer	GSE31312	GSM776372	T	None	10.887982
13158	Blood-Cancer	GSE31312	GSM776373	T	None	12.378295
13159	Blood-Cancer	GSE31312	GSM776374	T	None	11.203348
13160	Blood-Cancer	GSE31312	GSM776375	T	None	12.824163
13161	Blood-Cancer	GSE31312	GSM776376	T	None	11.655084
13162	Blood-Cancer	GSE31312	GSM776377	T	None	11.034799
13163	Blood-Cancer	GSE31312	GSM776378	T	None	11.321364
13164	Blood-Cancer	GSE31312	GSM776379	T	None	10.603626
13165	Blood-Cancer	GSE31312	GSM776380	T	None	12.618844
13166	Blood-Cancer	GSE31312	GSM776381	T	None	11.834471
13167	Blood-Cancer	GSE31312	GSM776382	T	None	11.277868
13168	Blood-Cancer	GSE31312	GSM776383	T	None	11.492354
13169	Blood-Cancer	GSE31312	GSM776384	T	None	10.4998455
13170	Blood-Cancer	GSE31312	GSM776385	T	None	14.030409
13171	Blood-Cancer	GSE31312	GSM776386	T	None	11.528942
13172	Blood-Cancer	GSE31312	GSM776387	T	None	12.57672
13173	Blood-Cancer	GSE31312	GSM776388	T	None	12.183325
13174	Blood-Cancer	GSE31312	GSM776389	T	None	11.312883
13175	Blood-Cancer	GSE31312	GSM776390	T	None	11.181152
13176	Blood-Cancer	GSE31312	GSM776391	T	None	11.556506
13177	Blood-Cancer	GSE31312	GSM776392	T	None	10.203348
13178	Blood-Cancer	GSE31312	GSM776393	T	None	9.967226
13179	Blood-Cancer	GSE31312	GSM776394	T	None	11.663558
13180	Blood-Cancer	GSE31312	GSM776395	T	None	10.808964
13181	Blood-Cancer	GSE31312	GSM776396	T	None	9.778077
13182	Blood-Cancer	GSE31312	GSM776397	T	None	11.522581
13183	Blood-Cancer	GSE31312	GSM776398	T	None	10.893302
13184	Blood-Cancer	GSE31312	GSM776399	T	None	11.795634
13185	Blood-Cancer	GSE31312	GSM776400	T	None	9.921841
13186	Blood-Cancer	GSE31312	GSM776401	T	None	11.7000065
13187	Blood-Cancer	GSE31312	GSM776402	T	None	11.703471
13188	Blood-Cancer	GSE31312	GSM776403	T	None	11.057315
13189	Blood-Cancer	GSE31312	GSM776404	T	None	10.514714
13190	Blood-Cancer	GSE31312	GSM776405	T	None	11.273212
13191	Blood-Cancer	GSE31312	GSM776406	T	None	12.64318
13192	Blood-Cancer	GSE31312	GSM776407	T	None	11.718104
13193	Blood-Cancer	GSE31312	GSM776408	T	None	11.881114
13194	Blood-Cancer	GSE31312	GSM776409	T	None	8.483816
13195	Blood-Cancer	GSE31312	GSM776410	T	None	12.783203
13196	Blood-Cancer	GSE31312	GSM776411	T	None	11.007028
13197	Blood-Cancer	GSE31312	GSM776412	T	None	10.941781
13198	Blood-Cancer	GSE31312	GSM776413	T	None	11.273212
13199	Blood-Cancer	GSE31312	GSM776414	T	None	9.449148
13200	Blood-Cancer	GSE31312	GSM776415	T	None	10.460456
13201	Blood-Cancer	GSE31312	GSM776416	T	None	9.372865
13202	Blood-Cancer	GSE31312	GSM776417	T	None	11.188589
13203	Blood-Cancer	GSE31312	GSM776418	T	None	11.605943
13204	Blood-Cancer	GSE31312	GSM776419	T	None	11.454299
13205	Blood-Cancer	GSE31312	GSM776420	T	None	11.987974
13206	Blood-Cancer	GSE31312	GSM776421	T	None	11.002815
13207	Blood-Cancer	GSE31312	GSM776422	T	None	11.052568
13208	Blood-Cancer	GSE31312	GSM776423	T	None	9.308339
13209	Blood-Cancer	GSE31312	GSM776424	T	None	9.623881
13210	Blood-Cancer	GSE31312	GSM776425	T	None	9.779719
13211	Blood-Cancer	GSE31312	GSM776426	T	None	9.100662
13212	Blood-Cancer	GSE31312	GSM776427	T	None	12.163335
13213	Blood-Cancer	GSE31312	GSM776428	T	None	10.791977
13214	Blood-Cancer	GSE31312	GSM776429	T	None	9.681238
13215	Blood-Cancer	GSE31312	GSM776430	T	None	10.055283
13216	Blood-Cancer	GSE31312	GSM776431	T	None	10.425216
13217	Blood-Cancer	GSE31312	GSM776432	T	None	11.266787
13218	Blood-Cancer	GSE31312	GSM776433	T	None	12.642503
13219	Blood-Cancer	GSE31312	GSM776434	T	None	11.168673
13220	Blood-Cancer	GSE31312	GSM776435	T	None	10.841564
13221	Blood-Cancer	GSE31312	GSM776436	T	None	11.881114
13222	Blood-Cancer	GSE31312	GSM776437	T	None	11.811776
13223	Blood-Cancer	GSE31312	GSM776438	T	None	10.51767
13224	Blood-Cancer	GSE31312	GSM776439	T	None	11.178042
13225	Blood-Cancer	GSE31312	GSM776440	T	None	11.056638
13226	Blood-Cancer	GSE31312	GSM776441	T	None	10.542065
13227	Blood-Cancer	GSE31312	GSM776442	T	None	13.278885
13228	Blood-Cancer	GSE31312	GSM776443	T	None	11.00422
13229	Blood-Cancer	GSE31312	GSM776444	T	None	11.358102
13230	Blood-Cancer	GSE31312	GSM776445	T	None	11.429407
13231	Blood-Cancer	GSE31312	GSM776446	T	None	11.532843
13232	Blood-Cancer	GSE31312	GSM776447	T	None	12.462758
13233	Blood-Cancer	GSE31312	GSM776448	T	None	10.5840225
13234	Blood-Cancer	GSE31312	GSM776449	T	None	11.579316
13235	Blood-Cancer	GSE31312	GSM776450	T	None	10.659104
13236	Blood-Cancer	GSE31312	GSM776451	T	None	12.399011
13237	Blood-Cancer	GSE31312	GSM776452	T	None	11.766529
13238	Blood-Cancer	GSE31312	GSM776453	T	None	11.33539
13239	Blood-Cancer	GSE31312	GSM776454	T	None	10.697836
13240	Blood-Cancer	GSE31312	GSM776455	T	None	11.511258
13241	Blood-Cancer	GSE31312	GSM776456	T	None	10.993646
13242	Blood-Cancer	GSE31312	GSM776457	T	None	11.795634
13243	Blood-Cancer	GSE31312	GSM776458	T	None	12.122181
13244	Blood-Cancer	GSE31312	GSM776459	T	None	11.646559
13245	Blood-Cancer	GSE31312	GSM776460	T	None	11.597121
